"","long","lat","freq"
"180",137,-34.5,0
"181",137.5,-34.5,0
"182",138,-34.5,0
"183",138.5,-34.5,0
"184",139,-34.5,0
"204",149,-34.5,0
"205",149.5,-34.5,0
"206",150,-34.5,0
"207",150.5,-34.5,0
"208",151,-34.5,0
"209",151.5,-34.5,0
"210",152,-34.5,0
"211",131.5,-34,0
"212",132,-34,0
"213",132.5,-34,0
"214",133,-34,0
"215",133.5,-34,0
"216",134,-34,0
"217",134.5,-34,0
"218",135,-34,0
"219",135.5,-34,0
"220",136,-34,0
"221",136.5,-34,0
"222",137,-34,0
"223",137.5,-34,0
"224",138,-34,0
"246",149,-34,0
"247",149.5,-34,0
"248",150,-34,0
"249",150.5,-34,0
"250",151,-34,0
"251",151.5,-34,0
"252",152,-34,0
"253",131.5,-33.5,0
"254",132,-33.5,0
"255",132.5,-33.5,0
"256",133,-33.5,0
"257",133.5,-33.5,0
"258",134,-33.5,0
"259",134.5,-33.5,0
"260",135,-33.5,0
"261",135.5,-33.5,0
"262",136,-33.5,0
"263",136.5,-33.5,0
"264",137,-33.5,0
"265",137.5,-33.5,0
"266",138,-33.5,0
"267",138.5,-33.5,0
"271",140.5,-33.5,0
"288",149,-33.5,0
"289",149.5,-33.5,0
"290",150,-33.5,0
"291",150.5,-33.5,0
"292",151,-33.5,0
"293",151.5,-33.5,0
"294",152,-33.5,0
"295",131.5,-33,0
"296",132,-33,0
"297",132.5,-33,0
"298",133,-33,0
"299",133.5,-33,0
"300",134,-33,0
"301",134.5,-33,0
"302",135,-33,0
"303",135.5,-33,0
"304",136,-33,0
"305",136.5,-33,0
"306",137,-33,0
"307",137.5,-33,0
"331",149.5,-33,0
"333",150.5,-33,0
"334",151,-33,0
"335",151.5,-33,0
"336",152,-33,0
"337",131.5,-32.5,0
"338",132,-32.5,0
"339",132.5,-32.5,0
"340",133,-32.5,0
"341",133.5,-32.5,0
"342",134,-32.5,0
"343",134.5,-32.5,0
"344",135,-32.5,0
"345",135.5,-32.5,0
"375",150.5,-32.5,0
"376",151,-32.5,0
"377",151.5,-32.5,0
"378",152,-32.5,0
"379",131.5,-32,0
"380",132,-32,0
"381",132.5,-32,0
"382",133,-32,0
"383",133.5,-32,0
"384",134,-32,0
"385",134.5,-32,0
"386",135,-32,0
"418",151,-32,0
"419",151.5,-32,0
"420",152,-32,0
"421",131.5,-31.5,0
"422",132,-31.5,0
"423",132.5,-31.5,0
"424",133,-31.5,0
"425",133.5,-31.5,0
"426",134,-31.5,0
"427",134.5,-31.5,0
"428",135,-31.5,0
"460",151,-31.5,0
"461",151.5,-31.5,0
"462",152,-31.5,0
"463",131.5,-31,0
"464",132,-31,0
"465",132.5,-31,0
"466",133,-31,0
"467",133.5,-31,0
"468",134,-31,0
"475",137.5,-31,0
"504",152,-31,0
"505",131.5,-30.5,0
"506",132,-30.5,0
"507",132.5,-30.5,0
"508",133,-30.5,0
"509",133.5,-30.5,0
"517",137.5,-30.5,0
"523",140.5,-30.5,0
"546",152,-30.5,0
"547",131.5,-30,0
"548",132,-30,0
"549",132.5,-30,0
"550",133,-30,0
"551",133.5,-30,0
"586",151,-30,0
"587",151.5,-30,0
"588",152,-30,0
"589",131.5,-29.5,0
"590",132,-29.5,0
"591",132.5,-29.5,0
"592",133,-29.5,0
"593",133.5,-29.5,0
"594",134,-29.5,0
"597",135.5,-29.5,0
"598",136,-29.5,0
"629",151.5,-29.5,0
"630",152,-29.5,0
"631",131.5,-29,0
"632",132,-29,0
"633",132.5,-29,0
"634",133,-29,0
"635",133.5,-29,0
"642",137,-29,0
"647",139.5,-29,0
"671",151.5,-29,0
"672",152,-29,0
"673",131.5,-28.5,0
"674",132,-28.5,0
"675",132.5,-28.5,0
"676",133,-28.5,0
"677",133.5,-28.5,0
"681",135.5,-28.5,0
"683",136.5,-28.5,0
"685",137.5,-28.5,0
"713",151.5,-28.5,0
"714",152,-28.5,0
"715",131.5,-28,0
"716",132,-28,0
"717",132.5,-28,0
"718",133,-28,0
"719",133.5,-28,0
"726",137,-28,0
"727",137.5,-28,0
"728",138,-28,0
"757",131.5,-27.5,0
"758",132,-27.5,0
"759",132.5,-27.5,0
"760",133,-27.5,0
"763",134.5,-27.5,0
"767",136.5,-27.5,0
"768",137,-27.5,0
"769",137.5,-27.5,0
"798",152,-27.5,0
"799",131.5,-27,0
"800",132,-27,0
"801",132.5,-27,0
"811",137.5,-27,0
"839",151.5,-27,0
"840",152,-27,0
"841",131.5,-26.5,0
"842",132,-26.5,0
"852",137,-26.5,0
"853",137.5,-26.5,0
"855",138.5,-26.5,0
"881",151.5,-26.5,0
"882",152,-26.5,0
"893",136.5,-26,0
"894",137,-26,0
"895",137.5,-26,0
"896",138,-26,0
"897",138.5,-26,0
"921",150.5,-26,0
"922",151,-26,0
"923",151.5,-26,0
"924",152,-26,0
"925",131.5,-25.5,0
"927",132.5,-25.5,0
"930",134,-25.5,0
"934",136,-25.5,0
"935",136.5,-25.5,0
"936",137,-25.5,0
"937",137.5,-25.5,0
"938",138,-25.5,0
"963",150.5,-25.5,0
"964",151,-25.5,0
"965",151.5,-25.5,0
"966",152,-25.5,0
"967",131.5,-25,0
"971",133.5,-25,0
"972",134,-25,0
"973",134.5,-25,0
"974",135,-25,0
"975",135.5,-25,0
"977",136.5,-25,0
"978",137,-25,0
"979",137.5,-25,0
"980",138,-25,0
"1005",150.5,-25,0
"1006",151,-25,0
"1007",151.5,-25,0
"1008",152,-25,0
"1009",131.5,-24.5,0
"1011",132.5,-24.5,0
"1015",134.5,-24.5,0
"1016",135,-24.5,0
"1017",135.5,-24.5,0
"1018",136,-24.5,0
"1019",136.5,-24.5,0
"1020",137,-24.5,0
"1021",137.5,-24.5,0
"1022",138,-24.5,0
"1024",139,-24.5,0
"1048",151,-24.5,0
"1049",151.5,-24.5,0
"1050",152,-24.5,0
"1051",131.5,-24,0
"1052",132,-24,0
"1053",132.5,-24,0
"1054",133,-24,0
"1055",133.5,-24,0
"1056",134,-24,0
"1057",134.5,-24,0
"1058",135,-24,0
"1059",135.5,-24,0
"1060",136,-24,0
"1061",136.5,-24,0
"1062",137,-24,0
"1063",137.5,-24,0
"1064",138,-24,0
"1065",138.5,-24,0
"1090",151,-24,0
"1091",151.5,-24,0
"1092",152,-24,0
"1093",131.5,-23.5,0
"1094",132,-23.5,0
"1095",132.5,-23.5,0
"1096",133,-23.5,0
"1097",133.5,-23.5,0
"1098",134,-23.5,0
"1099",134.5,-23.5,0
"1100",135,-23.5,0
"1101",135.5,-23.5,0
"1102",136,-23.5,0
"1103",136.5,-23.5,0
"1104",137,-23.5,0
"1105",137.5,-23.5,0
"1130",150,-23.5,0
"1131",150.5,-23.5,0
"1132",151,-23.5,0
"1133",151.5,-23.5,0
"1134",152,-23.5,0
"1135",131.5,-23,0
"1136",132,-23,0
"1137",132.5,-23,0
"1138",133,-23,0
"1139",133.5,-23,0
"1140",134,-23,0
"1141",134.5,-23,0
"1142",135,-23,0
"1143",135.5,-23,0
"1144",136,-23,0
"1145",136.5,-23,0
"1147",137.5,-23,0
"1172",150,-23,0
"1173",150.5,-23,0
"1174",151,-23,0
"1175",151.5,-23,0
"1176",152,-23,0
"1177",131.5,-22.5,0
"1178",132,-22.5,0
"1179",132.5,-22.5,0
"1180",133,-22.5,0
"1181",133.5,-22.5,0
"1184",135,-22.5,0
"1185",135.5,-22.5,0
"1186",136,-22.5,0
"1187",136.5,-22.5,0
"1213",149.5,-22.5,0
"1214",150,-22.5,0
"1215",150.5,-22.5,0
"1216",151,-22.5,0
"1217",151.5,-22.5,0
"1218",152,-22.5,0
"1219",131.5,-22,0
"1220",132,-22,0
"1221",132.5,-22,0
"1222",133,-22,0
"1227",135.5,-22,0
"1247",145.5,-22,0
"1254",149,-22,0
"1255",149.5,-22,0
"1256",150,-22,0
"1257",150.5,-22,0
"1258",151,-22,0
"1259",151.5,-22,0
"1260",152,-22,0
"1261",131.5,-21.5,0
"1262",132,-21.5,0
"1263",132.5,-21.5,0
"1264",133,-21.5,0
"1267",134.5,-21.5,0
"1268",135,-21.5,0
"1270",136,-21.5,0
"1273",137.5,-21.5,0
"1289",145.5,-21.5,0
"1296",149,-21.5,0
"1297",149.5,-21.5,0
"1298",150,-21.5,0
"1299",150.5,-21.5,0
"1300",151,-21.5,0
"1301",151.5,-21.5,0
"1302",152,-21.5,0
"1303",131.5,-21,0
"1304",132,-21,0
"1305",132.5,-21,0
"1306",133,-21,0
"1307",133.5,-21,0
"1309",134.5,-21,0
"1310",135,-21,0
"1311",135.5,-21,0
"1312",136,-21,0
"1313",136.5,-21,0
"1331",145.5,-21,0
"1336",148,-21,0
"1337",148.5,-21,0
"1338",149,-21,0
"1339",149.5,-21,0
"1340",150,-21,0
"1341",150.5,-21,0
"1342",151,-21,0
"1343",151.5,-21,0
"1344",152,-21,0
"1345",131.5,-20.5,0
"1346",132,-20.5,0
"1347",132.5,-20.5,0
"1348",133,-20.5,0
"1349",133.5,-20.5,0
"1352",135,-20.5,0
"1353",135.5,-20.5,0
"1354",136,-20.5,0
"1355",136.5,-20.5,0
"1376",147,-20.5,0
"1378",148,-20.5,0
"1379",148.5,-20.5,0
"1380",149,-20.5,0
"1381",149.5,-20.5,0
"1382",150,-20.5,0
"1383",150.5,-20.5,0
"1384",151,-20.5,0
"1385",151.5,-20.5,0
"1386",152,-20.5,0
"1387",131.5,-20,0
"1388",132,-20,0
"1389",132.5,-20,0
"1390",133,-20,0
"1391",133.5,-20,0
"1393",134.5,-20,0
"1394",135,-20,0
"1395",135.5,-20,0
"1411",143.5,-20,0
"1415",145.5,-20,0
"1419",147.5,-20,0
"1420",148,-20,0
"1421",148.5,-20,0
"1422",149,-20,0
"1423",149.5,-20,0
"1424",150,-20,0
"1425",150.5,-20,0
"1426",151,-20,0
"1427",151.5,-20,0
"1428",152,-20,0
"1429",131.5,-19.5,0
"1430",132,-19.5,0
"1431",132.5,-19.5,0
"1432",133,-19.5,0
"1433",133.5,-19.5,0
"1452",143,-19.5,0
"1453",143.5,-19.5,0
"1456",145,-19.5,0
"1459",146.5,-19.5,0
"1461",147.5,-19.5,0
"1462",148,-19.5,0
"1463",148.5,-19.5,0
"1464",149,-19.5,0
"1465",149.5,-19.5,0
"1466",150,-19.5,0
"1467",150.5,-19.5,0
"1468",151,-19.5,0
"1469",151.5,-19.5,0
"1470",152,-19.5,0
"1471",131.5,-19,0
"1472",132,-19,0
"1473",132.5,-19,0
"1474",133,-19,0
"1475",133.5,-19,0
"1493",142.5,-19,0
"1494",143,-19,0
"1495",143.5,-19,0
"1496",144,-19,0
"1498",145,-19,0
"1500",146,-19,0
"1501",146.5,-19,0
"1502",147,-19,0
"1503",147.5,-19,0
"1504",148,-19,0
"1505",148.5,-19,0
"1506",149,-19,0
"1507",149.5,-19,0
"1508",150,-19,0
"1509",150.5,-19,0
"1510",151,-19,0
"1511",151.5,-19,0
"1512",152,-19,0
"1513",131.5,-18.5,0
"1514",132,-18.5,0
"1515",132.5,-18.5,0
"1516",133,-18.5,0
"1517",133.5,-18.5,0
"1519",134.5,-18.5,0
"1524",137,-18.5,0
"1525",137.5,-18.5,0
"1534",142,-18.5,0
"1541",145.5,-18.5,0
"1542",146,-18.5,0
"1543",146.5,-18.5,0
"1544",147,-18.5,0
"1545",147.5,-18.5,0
"1546",148,-18.5,0
"1547",148.5,-18.5,0
"1548",149,-18.5,0
"1549",149.5,-18.5,0
"1550",150,-18.5,0
"1551",150.5,-18.5,0
"1552",151,-18.5,0
"1553",151.5,-18.5,0
"1554",152,-18.5,0
"1555",131.5,-18,0
"1556",132,-18,0
"1557",132.5,-18,0
"1558",133,-18,0
"1566",137,-18,0
"1567",137.5,-18,0
"1568",138,-18,0
"1579",143.5,-18,0
"1583",145.5,-18,0
"1584",146,-18,0
"1585",146.5,-18,0
"1586",147,-18,0
"1587",147.5,-18,0
"1588",148,-18,0
"1589",148.5,-18,0
"1590",149,-18,0
"1591",149.5,-18,0
"1592",150,-18,0
"1593",150.5,-18,0
"1594",151,-18,0
"1595",151.5,-18,0
"1596",152,-18,0
"1597",131.5,-17.5,0
"1598",132,-17.5,0
"1599",132.5,-17.5,0
"1600",133,-17.5,0
"1602",134,-17.5,0
"1603",134.5,-17.5,0
"1604",135,-17.5,0
"1606",136,-17.5,0
"1609",137.5,-17.5,0
"1612",139,-17.5,0
"1614",140,-17.5,0
"1615",140.5,-17.5,0
"1618",142,-17.5,0
"1619",142.5,-17.5,0
"1620",143,-17.5,0
"1621",143.5,-17.5,0
"1622",144,-17.5,0
"1623",144.5,-17.5,0
"1624",145,-17.5,0
"1625",145.5,-17.5,0
"1626",146,-17.5,0
"1627",146.5,-17.5,0
"1628",147,-17.5,0
"1629",147.5,-17.5,0
"1630",148,-17.5,0
"1631",148.5,-17.5,0
"1632",149,-17.5,0
"1633",149.5,-17.5,0
"1634",150,-17.5,0
"1635",150.5,-17.5,0
"1636",151,-17.5,0
"1637",151.5,-17.5,0
"1638",152,-17.5,0
"1639",131.5,-17,0
"1640",132,-17,0
"1641",132.5,-17,0
"1642",133,-17,0
"1643",133.5,-17,0
"1644",134,-17,0
"1645",134.5,-17,0
"1646",135,-17,0
"1649",136.5,-17,0
"1653",138.5,-17,0
"1654",139,-17,0
"1656",140,-17,0
"1657",140.5,-17,0
"1660",142,-17,0
"1661",142.5,-17,0
"1662",143,-17,0
"1663",143.5,-17,0
"1664",144,-17,0
"1665",144.5,-17,0
"1666",145,-17,0
"1667",145.5,-17,0
"1668",146,-17,0
"1669",146.5,-17,0
"1670",147,-17,0
"1671",147.5,-17,0
"1672",148,-17,0
"1673",148.5,-17,0
"1674",149,-17,0
"1675",149.5,-17,0
"1676",150,-17,0
"1677",150.5,-17,0
"1678",151,-17,0
"1679",151.5,-17,0
"1680",152,-17,0
"1681",131.5,-16.5,0
"1682",132,-16.5,0
"1683",132.5,-16.5,0
"1684",133,-16.5,0
"1685",133.5,-16.5,0
"1686",134,-16.5,0
"1687",134.5,-16.5,0
"1688",135,-16.5,0
"1691",136.5,-16.5,0
"1693",137.5,-16.5,0
"1694",138,-16.5,0
"1695",138.5,-16.5,0
"1696",139,-16.5,0
"1697",139.5,-16.5,0
"1698",140,-16.5,0
"1699",140.5,-16.5,0
"1700",141,-16.5,0
"1701",141.5,-16.5,0
"1702",142,-16.5,0
"1703",142.5,-16.5,0
"1704",143,-16.5,0
"1705",143.5,-16.5,0
"1706",144,-16.5,0
"1707",144.5,-16.5,0
"1708",145,-16.5,0
"1709",145.5,-16.5,0
"1710",146,-16.5,0
"1711",146.5,-16.5,0
"1712",147,-16.5,0
"1713",147.5,-16.5,0
"1714",148,-16.5,0
"1715",148.5,-16.5,0
"1716",149,-16.5,0
"1717",149.5,-16.5,0
"1718",150,-16.5,0
"1719",150.5,-16.5,0
"1720",151,-16.5,0
"1721",151.5,-16.5,0
"1722",152,-16.5,0
"1723",131.5,-16,0
"1724",132,-16,0
"1725",132.5,-16,0
"1726",133,-16,0
"1727",133.5,-16,0
"1728",134,-16,0
"1729",134.5,-16,0
"1730",135,-16,0
"1731",135.5,-16,0
"1735",137.5,-16,0
"1736",138,-16,0
"1737",138.5,-16,0
"1738",139,-16,0
"1739",139.5,-16,0
"1740",140,-16,0
"1741",140.5,-16,0
"1742",141,-16,0
"1743",141.5,-16,0
"1744",142,-16,0
"1745",142.5,-16,0
"1746",143,-16,0
"1747",143.5,-16,0
"1748",144,-16,0
"1749",144.5,-16,0
"1750",145,-16,0
"1751",145.5,-16,0
"1752",146,-16,0
"1753",146.5,-16,0
"1754",147,-16,0
"1755",147.5,-16,0
"1756",148,-16,0
"1757",148.5,-16,0
"1758",149,-16,0
"1759",149.5,-16,0
"1760",150,-16,0
"1761",150.5,-16,0
"1762",151,-16,0
"1763",151.5,-16,0
"1764",152,-16,0
